policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-40349,POL-40727,Y,N,IF,S,I,,2023-07-29,2023-07-30,2024-07-28,,AG1164,SM1024,MEMBER-014957,MEMBER-014855,MEMBER-004997,,,513570.95,18750.55,H,18750.55,,,No,3,269475.32,No,9009572761,Rural,497726.52,2023-07-30,2023-07-29,IND,POL-40727,UIN-632,Plan B,GROUP_HEALTH
POL-14238,,N,N,IF,S,I,,2024-04-21,2024-04-23,2025-04-22,,AG1075,SM1040,MEMBER-013747,,,,,2027709.04,73306.94,H,36653.47,,2024-07-19,Yes,1,1447102.15,No,9301206986,Rural,,,,IND,POL-14238,UIN-876,Plan C,IND_HEALTH
POL-22477,,N,N,IF,U,I,,2023-11-11,2023-11-16,2024-11-14,,AG1166,SM1032,MEMBER-011571,,,,,2272726.96,126204.96,M,105170.8,,,No,1,1601573.29,No,9306060223,Urban,,,,ORG,POL-22477,UIN-341,Plan A,PERSONAL_ACCIDENT
POL-19468,POL-33266,Y,N,IF,S,I,,2024-01-31,2024-02-03,2025-02-01,,AG1052,SM1004,MEMBER-004778,MEMBER-000616,,,,1846176.13,85913.0,Q,21478.25,,,No,2,1037148.74,No,9498027380,Rural,1422348.15,2024-02-03,2024-02-02,IND,POL-33266,UIN-518,Plan A,GROUP_HEALTH
POL-22693,,N,N,IF,S,I,,2023-08-29,2023-09-02,2024-08-31,,AG1001,SM1042,MEMBER-007111,MEMBER-011669,MEMBER-013212,MEMBER-004581,,2154933.08,75116.37,H,37558.18,,,No,4,1298411.87,No,9130153254,Rural,,,,ORG,POL-22693,UIN-654,Plan A,PERSONAL_ACCIDENT
POL-10293,,N,N,IF,S,I,,2023-03-18,2023-03-18,2024-03-16,,AG1094,SM1033,MEMBER-009088,MEMBER-005294,MEMBER-001507,MEMBER-012876,,2100981.95,189382.39,H,94691.2,,2023-07-24,Yes,4,1351559.85,No,9130615495,Urban,,,,IND,POL-10293,UIN-727,Plan A,GROUP_HEALTH
POL-44907,POL-39332,Y,N,IF,S,I,,2023-04-01,2023-04-04,2024-04-02,,AG1007,SM1017,MEMBER-006670,MEMBER-011223,MEMBER-002317,MEMBER-009338,MEMBER-001150,240775.37,7908.12,Q,1977.03,,,No,5,190619.13,No,9136729493,Urban,223453.61,2023-04-04,2023-04-03,IND,POL-39332,UIN-798,Plan A,CRITICAL_ILLNESS
POL-39622,,N,N,IF,S,G,E,2023-11-21,2023-11-22,2024-11-20,,AG1044,SM1043,MEMBER-011687,MEMBER-014359,MEMBER-008609,,,7066588.25,546870.51,Q,273435.26,,,No,3,5101548.27,No,9805890712,Rural,,,,IND,POL-39622,UIN-290,Plan B,GROUP_HEALTH
POL-27547,POL-46605,N,Y,IF,S,I,,2023-03-28,2023-03-30,2024-03-28,,AG1090,SM1048,MEMBER-014325,MEMBER-006081,MEMBER-006103,MEMBER-011137,MEMBER-002866,2372992.3,139523.75,Y,139523.75,2023-03-30,,No,5,1589991.59,No,9748708636,Urban,2747169.66,,2023-03-29,ORG,POL-46605,UIN-897,Plan B,FAMILY_HEALTH_OPTIMA
POL-40398,,N,N,XP,U,I,,2023-12-31,2024-01-05,2025-01-03,,AG1074,SM1007,MEMBER-000746,,,,,2258266.21,72564.86,M,54423.65,,,No,1,1221319.86,No,9953645364,Urban,,,,IND,POL-40398,UIN-679,Plan A,FAMILY_HEALTH_OPTIMA
POL-21780,,N,N,IF,U,I,,2024-02-10,2024-02-10,2025-02-08,,AG1068,SM1047,MEMBER-006423,MEMBER-000675,MEMBER-014463,MEMBER-000348,MEMBER-004408,1597970.77,72250.52,H,72250.52,,,No,5,1207765.95,No,9904364324,Urban,,,,IND,POL-21780,UIN-180,Plan A,GROUP_HEALTH
POL-30668,,N,N,XP,U,I,,2023-05-11,2023-05-14,2024-05-12,,AG1036,SM1015,MEMBER-014643,MEMBER-000422,MEMBER-001575,MEMBER-008757,MEMBER-004183,729218.99,56245.1,H,56245.1,,,No,5,447050.24,No,9596062757,Urban,,,,IND,POL-30668,UIN-793,Plan A,GROUP_HEALTH
POL-37414,POL-19338,Y,N,IF,S,I,,2023-10-19,2023-10-20,2024-10-18,,AG1091,SM1002,MEMBER-006221,MEMBER-005287,MEMBER-008520,,,2216981.72,70389.73,Y,70389.73,,,No,3,1288600.95,No,9121491983,Rural,2142921.59,2023-10-20,2023-10-19,IND,POL-19338,UIN-538,Plan C,CRITICAL_ILLNESS
POL-33856,,N,N,IF,S,I,,2023-10-08,2023-10-11,2024-10-09,,AG1040,SM1000,MEMBER-014608,MEMBER-006585,MEMBER-002228,,,2272202.58,189111.25,M,47277.81,,,No,3,1455965.05,No,9032093095,Urban,,,,ORG,POL-33856,UIN-359,Plan B,CRITICAL_ILLNESS
POL-12800,,N,N,TM,U,I,,2023-11-02,2023-11-03,2024-11-01,2024-01-06,AG1145,SM1043,MEMBER-000772,,,,,2028713.15,144772.12,H,144772.12,,,No,1,1270383.44,No,9428057412,Rural,,,,ORG,POL-12800,UIN-163,Plan B,PERSONAL_ACCIDENT
POL-28850,POL-11673,Y,N,IF,S,I,,2023-08-06,2023-08-07,2024-08-05,,AG1054,SM1044,MEMBER-008719,MEMBER-001004,,,,315273.4,17406.5,Y,17406.5,,,No,2,232516.06,No,9546268534,Rural,303396.67,2023-08-07,2023-08-06,SPP,POL-11673,UIN-144,Plan A,FAMILY_HEALTH_OPTIMA
POL-23365,,N,N,IF,U,I,,2023-05-23,2023-05-26,2024-05-24,,AG1101,SM1033,MEMBER-008598,MEMBER-003298,MEMBER-014245,MEMBER-013345,,270907.48,8462.85,Y,8462.85,,2023-12-06,Yes,4,204794.16,No,9410120700,Urban,,,,IND,POL-23365,UIN-315,Plan C,PERSONAL_ACCIDENT
POL-12772,,N,N,IF,S,I,,2023-07-04,2023-07-06,2024-07-04,,AG1171,SM1025,MEMBER-008912,MEMBER-004969,MEMBER-009890,MEMBER-007038,MEMBER-009701,733697.41,49435.75,H,49435.75,,,No,5,544301.38,No,9528566458,Urban,,,,IND,POL-12772,UIN-269,Plan B,TERM_LIFE
POL-18945,,N,N,IF,S,G,E,2024-06-11,2024-06-12,2025-06-11,,AG1103,SM1021,MEMBER-007027,MEMBER-003055,MEMBER-008192,,,3352849.48,100777.41,H,50388.71,,,No,3,1991251.2,No,9010013369,Rural,,,,IND,POL-18945,UIN-918,Plan B,TERM_LIFE
POL-42269,,N,N,IF,U,I,,2023-08-06,2023-08-10,2024-08-08,,AG1114,SM1033,MEMBER-005570,MEMBER-011282,,,,2069091.24,171892.32,Y,171892.32,,,No,2,1330354.57,No,9864776424,Rural,,,,IOC,POL-42269,UIN-251,Plan B,CRITICAL_ILLNESS
POL-17763,,N,N,XP,U,I,,2023-05-28,2023-05-31,2024-05-29,,AG1039,SM1038,MEMBER-014004,,,,,273703.84,14845.51,Q,3711.38,,,No,1,195477.58,No,9084625881,Urban,,,,IND,POL-17763,UIN-487,Plan A,PERSONAL_ACCIDENT
POL-49289,,N,N,IF,S,I,,2024-01-07,2024-01-11,2025-01-09,,AG1102,SM1024,MEMBER-006653,MEMBER-011742,MEMBER-000852,,,2240310.37,171208.04,M,57069.35,,2024-02-27,Yes,3,1347425.69,No,9729700603,Urban,,,,IOC,POL-49289,UIN-558,Plan B,PERSONAL_ACCIDENT
POL-30916,POL-14256,Y,N,IF,S,I,,2023-11-03,2023-11-06,2024-11-04,,AG1037,SM1045,MEMBER-004295,MEMBER-011151,,,,1759752.73,141685.97,Y,141685.97,,,No,2,1280720.8,No,9639387342,Rural,1424214.33,2023-11-06,2023-11-05,IND,POL-14256,UIN-430,Plan B,CRITICAL_ILLNESS
POL-42940,POL-17798,Y,N,IF,S,I,,2023-08-28,2023-08-30,2024-08-28,,AG1179,SM1022,MEMBER-014803,MEMBER-000024,MEMBER-009730,MEMBER-000189,MEMBER-013627,2153536.48,202404.1,Y,202404.1,,2024-05-07,Yes,5,1281676.85,No,9908254324,Rural,1962858.61,2023-08-30,2023-08-29,IND,POL-17798,UIN-601,Plan B,PERSONAL_ACCIDENT
POL-12542,,N,N,IF,S,I,,2024-06-12,2024-06-13,2025-06-12,,AG1009,SM1015,MEMBER-010442,,,,,149995.44,11479.03,Q,5739.52,,,No,1,116218.27,No,9820276866,Rural,,,,IND,POL-12542,UIN-279,Plan A,FAMILY_HEALTH_OPTIMA
POL-24453,,N,N,IF,U,G,E,2023-07-26,2023-07-31,2024-07-29,,AG1022,SM1034,MEMBER-010712,MEMBER-006983,MEMBER-012655,MEMBER-010357,,6740424.65,501116.65,Y,501116.65,,,No,4,4422453.33,No,9947217277,Rural,,,,IND,POL-24453,UIN-345,Plan A,CRITICAL_ILLNESS
POL-19652,POL-35053,N,Y,IF,S,I,,2023-02-21,2023-02-24,2024-02-23,,AG1088,SM1027,MEMBER-012809,MEMBER-004173,,,,1680266.97,151375.29,Y,151375.29,2023-02-24,,No,2,1247172.96,No,9336069010,Urban,1797075.68,,2023-02-23,IND,POL-35053,UIN-106,Plan A,CRITICAL_ILLNESS
POL-16798,POL-42422,Y,N,IF,S,I,,2024-07-07,2024-07-10,2025-07-09,,AG1133,SM1040,MEMBER-014443,,,,,1794859.86,57761.82,H,57761.82,,,No,1,1289505.88,No,9530658183,Rural,1697992.62,2024-07-10,2024-07-09,IOC,POL-42422,UIN-121,Plan A,PERSONAL_ACCIDENT
POL-13785,,N,N,IF,U,I,,2023-11-09,2023-11-11,2024-11-09,,AG1005,SM1018,MEMBER-010780,MEMBER-005881,MEMBER-013315,MEMBER-006361,,145582.51,10983.91,H,10983.91,,,No,4,110274.68,No,9097620415,Urban,,,,DIR,POL-13785,UIN-268,Plan C,FAMILY_HEALTH_OPTIMA
POL-36074,,N,N,IF,S,I,,2023-01-26,2023-01-31,2024-01-30,,AG1039,SM1027,MEMBER-013701,MEMBER-000678,MEMBER-014779,MEMBER-014464,MEMBER-005688,483113.68,34857.28,M,8714.32,,,No,5,258443.97,No,9238148448,Rural,,,,DIR,POL-36074,UIN-346,Plan C,FAMILY_HEALTH_OPTIMA
POL-23033,POL-48182,Y,N,IF,U,I,,2023-10-10,2023-10-13,2024-10-11,,AG1120,SM1042,MEMBER-006856,MEMBER-012347,MEMBER-011731,MEMBER-008968,MEMBER-009521,1570322.72,133297.84,Y,133297.84,,,No,5,1253307.14,No,9276917851,Rural,1628075.46,2023-10-13,2023-10-12,IND,POL-48182,UIN-443,Plan B,TERM_LIFE
POL-45140,,N,N,IF,S,I,,2023-04-26,2023-04-28,2024-04-26,,AG1070,SM1001,MEMBER-011931,,,,,644561.96,24188.65,H,24188.65,,,No,1,453997.48,No,9858376582,Rural,,,,IND,POL-45140,UIN-202,Plan C,GROUP_HEALTH
POL-48539,,N,N,IF,S,I,,2023-04-24,2023-04-24,2024-04-22,,AG1011,SM1041,MEMBER-006635,MEMBER-013094,MEMBER-012115,,,1035250.04,44196.34,M,36830.28,,,No,3,809315.35,No,9203134903,Urban,,,,ORG,POL-48539,UIN-272,Plan B,GROUP_HEALTH
POL-20640,,N,N,IF,S,I,,2023-03-03,2023-03-08,2024-03-06,,AG1022,SM1004,MEMBER-001706,,,,,2097593.49,153685.24,Q,153685.24,,,No,1,1435969.04,No,9738716815,Rural,,,,IOC,POL-20640,UIN-155,Plan C,FAMILY_HEALTH_OPTIMA
POL-16783,POL-24410,Y,N,XP,S,I,,2023-02-24,2023-02-28,2024-02-27,,AG1195,SM1009,MEMBER-005384,,,,,1547838.0,87849.86,Q,43924.93,,,No,1,1096271.07,No,9506081673,Rural,1131106.23,2023-02-28,2023-02-27,IOC,POL-24410,UIN-708,Plan A,PERSONAL_ACCIDENT
POL-19238,,N,N,IF,S,I,,2023-07-15,2023-07-15,2024-07-13,,AG1048,SM1016,MEMBER-011675,MEMBER-006570,,,,326925.92,22829.17,Y,22829.17,,2024-04-23,Yes,2,173314.52,No,9695878231,Rural,,,,IND,POL-19238,UIN-211,Plan A,CRITICAL_ILLNESS
POL-39625,,N,N,IF,S,I,,2023-11-04,2023-11-07,2024-11-05,,AG1153,SM1014,MEMBER-011139,MEMBER-006945,MEMBER-011798,,,1696612.12,148014.73,Y,148014.73,,,No,3,1349000.95,No,9763004458,Rural,,,,SPP,POL-39625,UIN-812,Plan C,CRITICAL_ILLNESS
POL-29300,,N,N,IF,S,I,,2023-06-24,2023-06-24,2024-06-22,,AG1160,SM1013,MEMBER-002705,MEMBER-014497,,,,2357944.77,198422.23,Q,99211.12,,,No,2,1604511.27,No,9422478941,Urban,,,,IND,POL-29300,UIN-167,Plan A,FAMILY_HEALTH_OPTIMA
POL-47130,POL-21455,N,Y,IF,U,I,,2024-05-12,2024-05-15,2025-05-14,,AG1022,SM1030,MEMBER-004423,MEMBER-009637,MEMBER-008284,,,1971218.81,152002.27,H,76001.13,2024-05-15,,No,3,1087244.2,No,9606345713,Urban,1949648.6,,2024-05-14,IND,POL-21455,UIN-195,Plan A,IND_HEALTH
POL-20933,POL-41623,Y,N,IF,S,I,,2023-06-08,2023-06-08,2024-06-06,,AG1173,SM1026,MEMBER-002378,MEMBER-013605,,,,2267096.86,160795.98,Y,160795.98,,2024-02-06,Yes,2,1345974.88,No,9825997745,Urban,2050159.89,2023-06-08,2023-06-07,IOC,POL-41623,UIN-968,Plan A,FAMILY_HEALTH_OPTIMA
POL-10444,,N,N,IF,S,G,E,2023-10-29,2023-10-29,2024-10-27,,AG1045,SM1033,MEMBER-010866,MEMBER-002140,MEMBER-008713,,,8007339.2,545754.16,Y,545754.16,,,No,3,5525070.92,No,9850329466,Urban,,,,IOC,POL-10444,UIN-776,Plan A,GROUP_HEALTH
POL-18858,,N,N,XP,S,I,,2023-03-12,2023-03-16,2024-03-14,,AG1069,SM1037,MEMBER-014725,MEMBER-009088,MEMBER-000603,,,2005233.43,185140.97,Y,185140.97,,,No,3,1348511.26,No,9597116799,Rural,,,,ORG,POL-18858,UIN-789,Plan C,GROUP_HEALTH
POL-13997,,N,N,XP,S,I,,2023-11-18,2023-11-18,2024-11-16,,AG1062,SM1017,MEMBER-009570,MEMBER-014849,MEMBER-006785,MEMBER-011077,,1056960.11,72726.11,Y,72726.11,,,No,4,572956.48,No,9674254451,Rural,,,,IND,POL-13997,UIN-625,Plan A,IND_HEALTH
POL-29785,,N,N,IF,U,I,,2023-05-31,2023-06-02,2024-05-31,,AG1198,SM1018,MEMBER-012962,MEMBER-010273,MEMBER-007681,MEMBER-007649,MEMBER-004225,1049608.75,73840.52,Y,73840.52,,,No,5,625165.61,No,9548493505,Rural,,,,IOC,POL-29785,UIN-403,Plan C,FAMILY_HEALTH_OPTIMA
POL-27472,POL-10915,Y,N,IF,U,I,,2023-04-08,2023-04-09,2024-04-07,,AG1145,SM1022,MEMBER-000148,MEMBER-014382,MEMBER-012546,MEMBER-010539,MEMBER-003981,1818368.05,82392.67,H,41196.33,,,No,5,1170707.58,No,9829552059,Urban,1280622.74,2023-04-09,2023-04-08,SPP,POL-10915,UIN-132,Plan C,GROUP_HEALTH
POL-15324,POL-15168,Y,N,IF,S,I,,2023-02-18,2023-02-20,2024-02-19,,AG1134,SM1032,MEMBER-011424,MEMBER-011327,MEMBER-012303,MEMBER-013706,,259065.18,8907.82,Q,6680.86,,,No,4,161050.43,No,9698133190,Urban,253420.88,2023-02-20,2023-02-19,DIR,POL-15168,UIN-579,Plan C,TERM_LIFE
POL-33735,,N,N,IF,S,G,E,2023-07-01,2023-07-06,2024-07-04,,AG1168,SM1040,MEMBER-009357,MEMBER-012646,MEMBER-004867,MEMBER-004060,MEMBER-011554,6865589.8,541080.79,Y,541080.79,,,No,5,5278964.37,No,9317425462,Rural,,,,IND,POL-33735,UIN-116,Plan A,TERM_LIFE
POL-44553,,N,N,XP,S,I,,2024-01-21,2024-01-25,2025-01-23,,AG1048,SM1048,MEMBER-002960,MEMBER-002298,,,,168382.34,4430.96,Q,4430.96,,,No,2,102810.84,No,9779466105,Rural,,,,ORG,POL-44553,UIN-875,Plan C,CRITICAL_ILLNESS
POL-41756,,N,N,IF,S,I,,2024-05-07,2024-05-10,2025-05-09,,AG1073,SM1018,MEMBER-007886,,,,,1905849.62,138157.53,Q,103618.15,,,No,1,1089771.73,No,9892634919,Rural,,,,IND,POL-41756,UIN-874,Plan C,GROUP_HEALTH
POL-28666,POL-16733,Y,N,IF,S,I,,2023-02-26,2023-02-27,2024-02-26,,AG1150,SM1049,MEMBER-004319,MEMBER-002125,MEMBER-001800,MEMBER-001377,,2351236.29,105883.17,H,105883.17,,,No,4,1731694.69,No,9688065477,Urban,2088705.91,2023-02-27,2023-02-26,IND,POL-16733,UIN-998,Plan B,GROUP_HEALTH
POL-22722,,N,N,IF,U,I,,2023-10-31,2023-11-03,2024-11-01,,AG1137,SM1018,MEMBER-013806,MEMBER-007358,MEMBER-012340,MEMBER-000176,,349119.05,13904.55,Q,6952.27,,,No,4,237893.08,No,9410590651,Rural,,,,IND,POL-22722,UIN-304,Plan C,TERM_LIFE
POL-45663,,N,N,XP,U,G,E,2023-07-25,2023-07-26,2024-07-24,,AG1169,SM1040,MEMBER-005374,MEMBER-003709,MEMBER-005681,MEMBER-005182,,3287027.24,221141.87,H,221141.87,,,No,4,2255991.84,No,9676904717,Urban,,,,IND,POL-45663,UIN-692,Plan B,TERM_LIFE
POL-21282,,N,N,IF,S,I,,2024-02-06,2024-02-08,2025-02-06,,AG1012,SM1018,MEMBER-009243,MEMBER-009654,MEMBER-005298,MEMBER-007107,,1814055.71,127685.42,M,127685.42,,2024-02-26,Yes,4,918135.05,No,9546877632,Rural,,,,SPP,POL-21282,UIN-294,Plan B,TERM_LIFE
POL-39157,,N,N,IF,S,I,,2024-07-28,2024-07-30,2025-07-29,,AG1154,SM1039,MEMBER-011218,MEMBER-014760,MEMBER-002671,MEMBER-004905,,2238506.75,85731.85,Y,85731.85,,,No,4,1256872.09,No,9168596719,Urban,,,,IND,POL-39157,UIN-507,Plan B,CRITICAL_ILLNESS
POL-14756,POL-15973,Y,N,IF,S,G,E,2024-06-07,2024-06-10,2025-06-09,,AG1155,SM1016,MEMBER-013896,MEMBER-008465,,,,1996055.82,102303.27,Y,102303.27,,2024-10-18,Yes,2,1572926.63,No,9760199014,Rural,2026129.57,2024-06-10,2024-06-09,IND,POL-15973,UIN-194,Plan B,IND_HEALTH
POL-45124,,N,N,XP,S,I,,2024-02-19,2024-02-24,2025-02-22,,AG1134,SM1023,MEMBER-014386,,,,,306545.22,13674.91,Q,3418.73,,,No,1,169160.1,No,9705774521,Rural,,,,IND,POL-45124,UIN-672,Plan B,CRITICAL_ILLNESS
POL-11491,POL-40217,N,Y,IF,S,I,,2023-08-08,2023-08-12,2024-08-10,,AG1036,SM1029,MEMBER-008996,MEMBER-003229,MEMBER-004826,MEMBER-011470,MEMBER-013888,384197.0,4122.8,Q,3092.1,2023-08-12,,No,5,214210.61,No,9257180554,Rural,457675.09,,2023-08-11,IND,POL-40217,UIN-523,Plan B,PERSONAL_ACCIDENT
POL-48402,,N,N,IF,U,I,,2023-11-24,2023-11-25,2024-11-23,,AG1135,SM1001,MEMBER-002107,MEMBER-004369,MEMBER-000675,MEMBER-002617,,253556.69,12035.06,Q,9026.3,,,No,4,169454.26,No,9294282253,Rural,,,,IND,POL-48402,UIN-949,Plan B,TERM_LIFE
POL-42892,,N,N,IF,U,I,,2023-09-05,2023-09-05,2024-09-03,,AG1131,SM1046,MEMBER-008291,MEMBER-010207,MEMBER-002600,MEMBER-007373,MEMBER-003675,1097734.42,71799.02,Y,71799.02,,,No,5,702587.46,No,9482195734,Rural,,,,ORG,POL-42892,UIN-381,Plan B,CRITICAL_ILLNESS
POL-24383,,N,N,IF,U,I,,2024-03-06,2024-03-10,2025-03-09,,AG1141,SM1017,MEMBER-001272,MEMBER-002271,MEMBER-005983,,,2101065.89,130310.11,Y,130310.11,,,No,3,1671608.97,No,9773589273,Urban,,,,IND,POL-24383,UIN-389,Plan B,FAMILY_HEALTH_OPTIMA
POL-19368,POL-40102,Y,N,XP,U,I,,2023-07-05,2023-07-10,2024-07-08,,AG1040,SM1001,MEMBER-012940,MEMBER-012786,MEMBER-004173,MEMBER-008266,,633030.62,37466.56,Q,28099.92,,,No,4,430113.65,No,9207359424,Urban,560151.95,2023-07-10,2023-07-09,IND,POL-40102,UIN-213,Plan C,CRITICAL_ILLNESS
POL-42918,POL-38479,N,Y,IF,U,I,,2023-01-10,2023-01-12,2024-01-11,,AG1102,SM1043,MEMBER-013726,,,,,1332477.48,77233.87,H,77233.87,2023-01-12,,No,1,737389.17,No,9866322507,Urban,1249745.98,,2023-01-11,ORG,POL-38479,UIN-504,Plan A,PERSONAL_ACCIDENT
POL-18954,POL-47899,Y,N,IF,U,G,E,2023-10-22,2023-10-24,2024-10-22,,AG1183,SM1023,MEMBER-014527,MEMBER-008604,MEMBER-012997,MEMBER-014148,MEMBER-007947,2124940.11,192506.17,Y,192506.17,,,No,5,1439885.98,No,9672962323,Urban,1620588.49,2023-10-24,2023-10-23,IOC,POL-47899,UIN-524,Plan A,TERM_LIFE
POL-41929,,N,N,TM,U,I,,2024-04-29,2024-05-04,2025-05-03,2024-11-29,AG1033,SM1004,MEMBER-013246,MEMBER-004137,MEMBER-006244,MEMBER-006335,,196260.56,2034.48,M,1695.4,,,No,4,120858.84,No,9803853946,Rural,,,,IND,POL-41929,UIN-965,Plan B,PERSONAL_ACCIDENT
POL-25683,,N,N,IF,S,I,,2024-02-03,2024-02-03,2025-02-01,,AG1072,SM1008,MEMBER-001431,MEMBER-010053,,,,1475672.79,68395.43,Y,68395.43,,,No,2,878486.03,No,9274596706,Rural,,,,IND,POL-25683,UIN-830,Plan B,GROUP_HEALTH
POL-25854,POL-43469,Y,N,IF,S,I,,2023-04-06,2023-04-09,2024-04-07,,AG1195,SM1038,MEMBER-001940,MEMBER-013678,MEMBER-004376,MEMBER-006661,MEMBER-007017,2421223.67,210454.18,Y,210454.18,,,No,5,1785025.83,No,9477406334,Rural,1931332.5,2023-04-09,2023-04-08,ORG,POL-43469,UIN-768,Plan B,TERM_LIFE
POL-18336,,N,N,IF,S,I,,2024-05-19,2024-05-24,2025-05-23,,AG1140,SM1011,MEMBER-006614,MEMBER-002677,MEMBER-007499,MEMBER-014243,MEMBER-009565,1348261.09,118329.33,Q,59164.67,,,No,5,1050179.19,No,9534922175,Urban,,,,SPP,POL-18336,UIN-495,Plan C,TERM_LIFE
POL-27375,POL-29633,Y,N,IF,U,I,,2024-03-28,2024-03-29,2025-03-28,,AG1022,SM1037,MEMBER-006668,MEMBER-006545,MEMBER-009117,MEMBER-011711,,2182496.91,210237.89,M,35039.65,,,No,4,1415500.88,No,9662335775,Urban,2333462.87,2024-03-29,2024-03-28,IND,POL-29633,UIN-209,Plan A,GROUP_HEALTH
POL-15939,,N,N,TM,U,I,,2023-05-14,2023-05-15,2024-05-13,2023-09-12,AG1047,SM1008,MEMBER-011470,,,,,498059.64,22845.88,Y,22845.88,,,No,1,332300.07,No,9030534669,Urban,,,,IND,POL-15939,UIN-502,Plan B,CRITICAL_ILLNESS
POL-26010,POL-30703,Y,N,IF,S,I,,2023-11-17,2023-11-18,2024-11-16,,AG1080,SM1047,MEMBER-005533,,,,,2064758.17,139847.78,Q,34961.94,,,No,1,1228973.72,No,9643319507,Rural,2074246.83,2023-11-18,2023-11-17,IND,POL-30703,UIN-952,Plan B,PERSONAL_ACCIDENT
POL-33105,,N,N,XP,S,I,,2024-01-14,2024-01-18,2025-01-16,,AG1067,SM1021,MEMBER-014149,MEMBER-008390,MEMBER-014613,,,2084232.02,136963.65,Q,136963.65,,2024-06-11,Yes,3,1255443.05,No,9770010259,Rural,,,,IND,POL-33105,UIN-415,Plan A,GROUP_HEALTH
POL-35580,,N,N,IF,S,I,,2024-07-27,2024-07-27,2025-07-26,,AG1167,SM1025,MEMBER-004701,MEMBER-005075,MEMBER-011459,MEMBER-012340,,1474267.23,137280.0,Y,137280.0,,,No,4,1066169.04,No,9031108232,Rural,,,,IND,POL-35580,UIN-936,Plan C,PERSONAL_ACCIDENT
POL-35063,POL-18619,Y,N,IF,U,I,,2024-07-26,2024-07-31,2025-07-30,,AG1080,SM1023,MEMBER-001474,MEMBER-006360,MEMBER-000687,MEMBER-000122,,1573320.3,49969.38,Q,37477.03,,,No,4,1243195.77,No,9892311696,Rural,1277978.39,2024-07-31,2024-07-30,IND,POL-18619,UIN-224,Plan A,TERM_LIFE
POL-41269,,N,N,IF,S,I,,2023-12-29,2023-12-30,2024-12-28,,AG1196,SM1041,MEMBER-008418,MEMBER-001075,MEMBER-004174,MEMBER-001065,,1562657.37,129780.68,H,129780.68,,2024-09-09,Yes,4,1012394.87,No,9788574018,Rural,,,,IND,POL-41269,UIN-232,Plan A,GROUP_HEALTH
POL-21580,,N,N,IF,S,I,,2023-04-10,2023-04-13,2024-04-11,,AG1009,SM1039,MEMBER-011517,MEMBER-013082,MEMBER-006274,MEMBER-011978,,853442.24,42644.23,Q,10661.06,,,No,4,666219.9,No,9055293239,Urban,,,,IOC,POL-21580,UIN-321,Plan C,CRITICAL_ILLNESS
POL-33545,,N,N,IF,S,I,,2024-04-16,2024-04-16,2025-04-15,,AG1049,SM1010,MEMBER-004655,MEMBER-009183,MEMBER-002634,MEMBER-013879,MEMBER-013914,719507.77,21587.27,Y,21587.27,,,No,5,518184.02,No,9956750680,Urban,,,,IOC,POL-33545,UIN-276,Plan C,PERSONAL_ACCIDENT
POL-19166,,N,N,CP,S,I,,2024-07-08,2024-07-09,2025-07-08,2024-09-30,AG1070,SM1042,MEMBER-003807,MEMBER-001800,,,,1036309.57,99059.02,H,99059.02,,,No,2,584778.68,No,9115967359,Rural,,,,IND,POL-19166,UIN-567,Plan C,CRITICAL_ILLNESS
POL-17040,,N,N,IF,S,I,,2023-10-12,2023-10-17,2024-10-15,,AG1034,SM1032,MEMBER-005336,,,,,344460.12,21976.11,Y,21976.11,,,No,1,185935.67,No,9761952467,Rural,,,,IND,POL-17040,UIN-620,Plan B,TERM_LIFE
POL-13819,POL-29072,Y,N,IF,U,G,E,2024-05-13,2024-05-17,2025-05-16,,AG1070,SM1013,MEMBER-000942,MEMBER-003190,MEMBER-000216,MEMBER-011821,MEMBER-004296,4718232.56,165536.88,Q,41384.22,,,No,5,3636765.73,No,9547908338,Urban,4337668.01,2024-05-17,2024-05-16,IND,POL-29072,UIN-348,Plan A,FAMILY_HEALTH_OPTIMA
POL-23055,POL-12938,Y,N,IF,S,G,E,2024-02-01,2024-02-03,2025-02-01,,AG1113,SM1002,MEMBER-006393,MEMBER-011175,MEMBER-013759,MEMBER-012601,,7762787.96,244117.73,Q,183088.3,,,No,4,5463788.13,No,9604076903,Urban,5607837.61,2024-02-03,2024-02-02,IND,POL-12938,UIN-884,Plan B,CRITICAL_ILLNESS
POL-23851,,N,N,IF,S,I,,2023-06-21,2023-06-26,2024-06-24,,AG1030,SM1022,MEMBER-003822,MEMBER-013095,MEMBER-001830,MEMBER-011350,,168624.82,8501.01,Y,8501.01,,,No,4,96860.18,No,9566403797,Urban,,,,IND,POL-23851,UIN-977,Plan B,PERSONAL_ACCIDENT
