mem_id,mem_tpa_member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_address_line3,mem_permanent_landmark,mem_permanent_city,mem_permanent_district,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_address_line3,mem_communication_landmark,mem_communication_city,mem_communication_district,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_acc_no,mem_late_enrollment_flag,mem_ped_non_discl_rem_flag,mem_chronic_disease_ind
MEMBER-012317,TPA-953581,I,Indranil,Advik,Doshi,Zeeshan Golla,2006-11-20,,F,S,Indian,R,MANAGER,04,32/728 Anne Ganj,Sidhu Ganj,Panvel,Opposite Badami-Shenoy,Bareilly,Proddatur,Assam,India,605078,32/728 Anne Ganj,Sidhu Ganj,Panvel,Opposite Badami-Shenoy,Bareilly,Proddatur,Assam,India,605078,M,05436324715,H,+914487083614,agatesahil@example.com,,,No,0,0
MEMBER-012318,TPA-658416,I,Urvi,Lakshay,Lad,Siya Tara,1946-04-03,,M,M,Indian,O,BUSINESS,04,70/07 Setty Path,Sanghvi Chowk,Pimpri-Chinchwad,Behind Park,Mumbai,Jabalpur,Haryana,India,565275,70 Rastogi Marg,Sanghvi Chowk,Dharmavaram,Behind Park,Kadapa,Jabalpur,Haryana,India,822980,O,01638225308,M,,dhingrajiya@example.com,,007604937538,No,0,0
MEMBER-012319,TPA-200164,I,Damini,,Keer,Ehsaan Devan,1967-12-05,,M,M,Indian,R,PROF,04,92/98 Bala Street,Thakur Road,Jhansi,Opposite Sarma-Swamy,Raurkela Industrial Township,Phagwara,West Bengal,India,447718,H.No. 55- Trivedi Chowk,Thakur Road,Jhansi,Opposite Sarma-Swamy,Motihari,Phagwara,Meghalaya,India,447718,O,5386724347,M,,zara59@example.com,chaudharishamik@example.net,402333089725,No,0,0
MEMBER-012320,TPA-634177,I,Ishaan,Azad,Varty,Jayesh Ramesh,1949-04-15,,F,S,Indian,R,PROF,05,H.No. 81- Madan Circle,Subramaniam Circle,Barasat,Near Borah Street,Katni,Amroha,Telangana,India,864082,H.No. 93 Bhardwaj Marg,Batra,Cuttack,Near Borah Street,Varanasi,Amroha,Telangana,India,864082,M,+918479842590,,+919831645028,singhalanya@example.org,lborra@example.org,211444097075,No,0,0
MEMBER-012321,TPA-940083,I,Ivana,Kanav,Setty,Hridaan Yogi,2003-11-30,,M,S,Indian,R,RETIRED,07,H.No. 109- Kakar Marg,Dar Chowk,Latur,,Tezpur,Bhalswa Jahangir Pur,Assam,India,809593,H.No. 109- Kakar Marg,Dar Chowk,Kalyan-Dombivli,Near Sodhi Circle,Tezpur,Bhalswa Jahangir Pur,Assam,India,809593,H,01418922392,M,+910900308554,ivarty@example.org,karamiraya@example.net,408478846125,No,0,0
MEMBER-012322,TPA-119621,I,Yuvraj ,,Manda,Elakshi Varughese,1958-04-28,,F,S,Indian,R,GOVT_EMP,06,H.No. 05- Tailor Circle,Sawhney Ganj,Gopalpur,,Munger,Saharsa,Gujarat,India,666418,897 Rastogi Road,Sawhney Ganj,Gopalpur,Near Gopal Zila,Munger,Saharsa,Gujarat,India,666418,M,04009778077,O,+912267643469,abrambhavsar@example.com,,128707605296,No,0,1
MEMBER-012323,TPA-355280,I,,Shamik,,Samar Bobal,1970-09-02,,M,S,Indian,R,GOVT_EMP,01,75/527- Ramachandran Nagar,Johal Zila,Dibrugarh,Behind School,Patna,Nadiad,Goa,India,988159,75/527- Ramachandran Nagar,Johal Zila,Dibrugarh,Behind School,Patna,Durgapur,Goa,India,258227,M,+918443776526,,+911858871369,chadhavardaniya@example.com,,306365284273,No,0,0
MEMBER-012324,TPA-839229,I,Divit,Indranil,Guha,Chirag Kumer,2006-02-23,,F,S,Indian,R,GOVT_EMP,03,H.No. 82 Ramesh Path,Raman Road,Bhusawal,Behind Park,Bhiwandi,Warangal,West Bengal,India,514435,H.No. 82 Ramesh Path,Raman Road,Bhusawal,Near Yohannan Marg,Bhiwandi,Warangal,Assam,India,822737,H,+915323262299,M,5262014530,tara74@example.com,,002757810285,No,0,0
MEMBER-012325,TPA-537761,I,Saksham,,Banik,Kiara Chaudhary,1981-08-14,,F,M,Indian,R,PROF,05,346 Lall Circle,Bhattacharyya Nagar,Ramagundam,,Jaipur,Dehri,Kerala,India,926127,346 Lall Circle,Bhattacharyya Nagar,Ramagundam,,Jaipur,Dehri,Kerala,India,926127,H,5282969312,,,banerjeeadvik@example.com,wasonneysa@example.net,895662549339,No,0,0
MEMBER-012326,TPA-412308,I,Lagan,Oorja,Tripathi,Anya Boase,1981-12-28,,M,S,Indian,R,MANAGER,02,30/085- Kade Nagar,Bhardwaj Circle,Chandrapur,,Uluberia,Motihari,Kerala,India,266613,30/085- Kade Nagar,Bhardwaj Circle,Chandrapur,,Uluberia,Motihari,Nagaland,India,266613,O,+915453751618,,+914451788460,lrandhawa@example.org,,792183169525,No,0,0
MEMBER-012327,TPA-673719,I,Badal,Advik,Handa,Madhav Jaggi,1992-11-21,,F,M,Indian,R,ENGINEER,04,85 Sankaran Road,Sur Circle,Howrah,,Kanpur,Nanded,Rajasthan,India,106452,85 Sankaran Road,Lad Road,Sonipat,,Kanpur,Gopalpur,Rajasthan,India,040303,M,+911295654611,M,,baralkismat@example.org,anahitasant@example.com,841960228911,No,0,0
MEMBER-012328,TPA-490304,I,Emir,Renee,Gade,Taimur Dada,1951-10-15,,M,D,Indian,R,DOCTOR,05,H.No. 26 Kara Circle,Chokshi Chowk,Ujjain,Near Ram Zila,Gwalior,Bikaner,Goa,India,980574,H.No. 26 Kara Circle,Chokshi Chowk,Ujjain,Near Ram Zila,Gwalior,Bikaner,Goa,India,980574,O,1780737104,,05588189239,nitara61@example.com,,580496146506,No,0,0
MEMBER-012329,TPA-850007,I,Eva,,Agate,Dhanuk Sathe,1966-03-28,,F,M,Indian,R,PROF,08,17- Sehgal Circle,Sampath Chowk,Rajkot,Behind Park,Raichur,Secunderabad,Haryana,India,150647,17- Sehgal Circle,Sampath Chowk,Rajkot,Behind Park,Raichur,Secunderabad,Haryana,India,150647,M,+914605154568,H,06273043891,ishaanramesh@example.org,,697004293923,No,0,0
MEMBER-012330,TPA-197181,I,Dharmajan,Jiya,Sodhi,Rati Bhatti,1971-07-03,,M,M,Indian,R,ENGINEER,02,90- Shukla Road,Bhardwaj Circle,Nizamabad,Near Shanker Circle,Nagaon,Tumkur,West Bengal,India,688324,90- Shukla Road,Mahajan Road,Nizamabad,Near Shanker Circle,Nagaon,Tumkur,West Bengal,India,688324,H,3961081515,M,+919012123837,shareyansh@example.org,,334021472262,No,0,0
MEMBER-012331,TPA-810420,I,Rania,Hazel,Sekhon,Pranay Andra,2007-02-26,,M,W,Indian,R,DOCTOR,01,006 Ranganathan Chowk,Kala Path,Pondicherry,Behind School,Vijayanagaram,Nagercoil,Punjab,India,776007,H.No. 71- Sarna Circle,Kala Path,Pondicherry,,Thane,Nagercoil,Punjab,India,776007,M,07834363190,,,tarini05@example.net,,358852696771,Yes,0,0
MEMBER-012332,TPA-139252,I,Zara,Saksham,Subramanian,Eshani Kumar,1988-06-15,,M,M,Indian,R,PROF,99,H.No. 87 Subramanian,Krish Street,Haldia,Near Rao,Arrah,Danapur,Bihar,India,912220,H.No. 87 Subramanian,Shah Path,Haldia,Near Rao,Barasat,Danapur,Bihar,India,912220,M,04942848510,O,+916945343509,kanavlall@example.org,sravel@example.com,154600694353,No,0,0
MEMBER-012333,TPA-146695,I,Pihu,,Dave,Anya Shetty,1984-11-03,,F,S,Indian,R,ENGINEER,05,37/481- Ramakrishnan Zila,Raju,Vijayanagaram,Opposite Gera-Anne,Tinsukia,Ghaziabad,Chhattisgarh,India,897007,37/481- Ramakrishnan Zila,Raju,Vijayanagaram,Opposite Gera-Anne,Tinsukia,Ghaziabad,Chhattisgarh,India,537613,H,+910381063692,,+913170036998,raniadugar@example.org,,051738426801,No,0,1
MEMBER-012334,TPA-235254,I,,Alia,Jain,Indrans Vala,1969-10-02,,M,S,Indian,R,PROF,03,85- Iyengar Street,Char,Aurangabad,,Gorakhpur,Pudukkottai,Manipur,India,654985,85- Iyengar Street,Char,Aurangabad,,Gorakhpur,Pudukkottai,Manipur,India,654985,M,02723546375,H,,aarav11@example.org,,536525767725,No,0,0
MEMBER-012335,TPA-171011,I,,Urvi,Anand,Devansh Kannan,1998-08-03,,F,S,Indian,R,MANAGER,07,H.No. 47 Dugar Circle,Zacharia Circle,Kharagpur,Opposite Khalsa Group,Guntakal,Panihati,Telangana,India,711097,H.No. 47 Dugar Circle,Zacharia Circle,Yamunanagar,Opposite Khalsa Group,Guntakal,Panihati,Telangana,India,711097,M,+913476827019,O,,yswamy@example.org,,972474319761,No,0,0
MEMBER-012336,TPA-625126,I,Anahi,Eshani,Vasa,Suhana Srinivasan,1948-04-19,,M,M,Indian,R,BUSINESS,06,H.No. 860 Mane Chowk,Sodhi Marg,Akola,Near Karnik Marg,Ozhukarai,Bhavnagar,Meghalaya,India,328314,H.No. 860 Mane Chowk,Sodhi Marg,Adoni,Near Karnik Marg,Ozhukarai,South Dumdum,Meghalaya,India,328314,H,+911906531175,M,,suriparinaaz@example.com,,887308266964,No,0,0
MEMBER-012337,TPA-260501,B,Divit,Gatik,Yadav,Navya Buch,2001-02-08,,M,M,Indian,R,TEACHER,08,03 Chad Ganj,Reddy Circle,Uluberia,Behind Mall,Bhavnagar,Hospet,Assam,India,880809,03 Chad Ganj,Reddy Circle,Uluberia,Behind Mall,Bhavnagar,Hospet,Assam,India,880809,M,+911382228995,,,isaraf@example.net,hiran69@example.org,736169936102,No,0,0
MEMBER-012338,TPA-419345,I,Taimur,Onkar,Vala,Samaira Guha,1962-10-13,2025-07-21,M,M,Indian,R,ENGINEER,02,H.No. 88- Yadav Circle,Chaudhari Ganj,Secunderabad,Near Bhakta Path,Adoni,Bulandshahr,Manipur,India,409468,H.No. 88- Yadav Circle,Chaudhari Ganj,Khora ,Near Bhakta Path,Adoni,Bulandshahr,Manipur,India,409468,O,06005392294,M,01793673252,prout@example.com,,492263284099,No,0,0
MEMBER-012339,TPA-179484,B,Aaina,Onkar,Sarma,Ivana Khalsa,1985-11-09,,O,M,Indian,R,DOCTOR,07,245 Magar Ganj,Raman Nagar,Lucknow,,Dhanbad,Uluberia,Goa,India,196575,245 Magar Ganj,Raman Nagar,Lucknow,,Dhule,Udupi,Karnataka,India,196575,H,4308479663,,09742746850,stuvan22@example.com,,426603317461,No,0,0
MEMBER-012340,TPA-840737,I,Vardaniya,Dhruv,Buch,Diya Bhargava,1958-11-21,,F,M,Indian,O,FARMER,04,61/550 Kala Street,Bali Road,Unnao,,Satara,Ludhiana,Jharkhand,India,856511,61/550 Kala Street,Bali Road,Ghaziabad,,Satara,Bihar Sharif,Jharkhand,India,856511,M,+919561287623,,,tejas84@example.net,,276828646845,No,0,1
MEMBER-012341,TPA-365108,I,,Zaina,Kala,Hunar Mahal,1971-08-22,,M,M,Indian,R,RETIRED,05,21/242- Bhatt Road,Jani Zila,Asansol,Behind Mall,Navi Mumbai,Ajmer,Himachal Pradesh,India,674332,323- Soman Path,Jani Zila,Asansol,Behind Mall,Navi Mumbai,Ajmer,Himachal Pradesh,India,674332,H,07508399884,M,3721751496,rasha11@example.net,dlata@example.org,336282699890,No,0,0
MEMBER-012342,TPA-124888,B,Jiya,Saksham,Sathe,Misha Shankar,1989-03-28,,M,S,Indian,R,FARMER,05,H.No. 510 Bhalla Chowk,Ray Zila,Visakhapatnam,Behind Mall,Haldia,Tezpur,West Bengal,India,239438,H.No. 510 Bhalla Chowk,Ray Zila,Visakhapatnam,Behind Mall,Haldia,Tezpur,Kerala,India,239438,H,00631659394,H,7831075193,taimur39@example.com,vyasindrans@example.com,289741645927,No,0,0
MEMBER-012343,TPA-670397,I,Jivin,Gokul,Khatri,Arnav Dugar,1976-03-08,,M,M,Indian,R,RETIRED,99,452 Cheema Zila,Mann Marg,Panchkula,,Phagwara,Bongaigaon,Haryana,India,855394,452 Cheema Zila,Mann Marg,Panchkula,,Phagwara,Bongaigaon,Haryana,India,507052,M,8413034712,,06130783312,goursaira@example.com,rhea87@example.org,466712469142,No,0,0
MEMBER-012344,TPA-191481,I,Ritvik,,Srinivasan,Navya Bora,1977-06-17,,F,M,Indian,R,GOVT_EMP,07,67 Kannan Circle,Dewan,Tadipatri,Behind Mall,Alwar,Nandyal,Haryana,India,119900,67 Kannan Circle,Dewan,Tadipatri,Behind Mall,Hazaribagh,Nandyal,Haryana,India,692813,O,1883374120,H,,yuvaanrama@example.net,,329105957600,No,0,0
MEMBER-012345,TPA-569488,I,Madhav,,Deshpande,Stuvan Aurora,1949-04-01,,M,D,Indian,R,BUSINESS,06,H.No. 13- Ahuja Road,Choudhary Chowk,Dewas,Opposite Zacharia-Khosla,Jamnagar,Tirupati,Maharashtra,India,687803,H.No. 13- Ahuja Road,Choudhary Chowk,Dewas,Opposite Zacharia-Khosla,Secunderabad,Karawal Nagar,Maharashtra,India,687803,O,1766116903,,+911953737684,wlad@example.com,balasubramanianishita@example.net,596444945789,No,0,0
MEMBER-012346,TPA-147753,I,Anahita,,Upadhyay,Ahana  Khalsa,1970-02-04,,M,S,Indian,R,TEACHER,03,63/07- Vasa Zila,Kala Street,Shivpuri,Opposite Divan Group,North Dumdum,Purnia,Gujarat,India,744558,63/07- Vasa Zila,Kala Street,Nandyal,Opposite Divan Group,North Dumdum,Purnia,Gujarat,India,744558,O,0443891008,M,03172093828,daratejas@example.net,,393904243139,No,0,0
MEMBER-012347,TPA-241259,I,Aarav,Shalv,Varughese,Vivaan Bahri,1989-06-02,,M,S,Indian,R,DOCTOR,08,H.No. 46- Bava Chowk,Lal Chowk,Baranagar,Behind Park,Parbhani,Fatehpur,Madhya Pradesh,India,897086,H.No. 46- Bava Chowk,Lal Chowk,Baranagar,Behind Park,Parbhani,Fatehpur,Madhya Pradesh,India,319519,M,+910972375688,,7095448988,yuvraj-00@example.net,,446306447281,No,0,1
MEMBER-012348,TPA-642948,I,,Neelofar,Sethi,Dhruv Arya,1999-01-20,,F,W,Indian,R,BUSINESS,07,H.No. 747 Dara Marg,Comar Zila,Tinsukia,"Opposite Hora, Bail and Amble",Jaunpur,Tezpur,Arunachal Pradesh,India,733770,H.No. 747 Dara Marg,Comar Zila,Tinsukia,"Opposite Hora, Bail and Amble",Jaunpur,Tezpur,Arunachal Pradesh,India,733770,H,04987907362,M,+911458601988,advikbaria@example.org,ggoswami@example.org,381661737390,No,0,0
MEMBER-012349,TPA-374507,I,Ivana,Eva,Golla,Vritika Walla,1975-11-13,,M,S,Indian,R,RETIRED,03,02/60- Chahal Road,Bajwa Marg,Malegaon,Near Dash,Shahjahanpur,Salem,Maharashtra,India,992960,H.No. 41- Taneja Road,Edwin Street,Malegaon,Near Dash,Shahjahanpur,Salem,Maharashtra,India,843337,M,06054090881,M,,samarganesh@example.net,,962643372050,No,0,0
MEMBER-012350,TPA-543187,I,,Siya,Guha,Amani Sinha,1979-03-25,,F,M,Indian,R,MANAGER,06,89/98 Tailor Road,Devi Zila,Tumkur,,Haldia,Dindigul,Maharashtra,India,628168,89/98 Tailor Road,Devi Zila,Tumkur,,Haldia,Dindigul,Maharashtra,India,628168,M,0788246317,M,+914565115083,usani@example.net,,930376609636,No,0,0
MEMBER-012351,TPA-165725,I,Adira,,Batta,Zaina Solanki,1950-12-04,,F,S,Indian,R,GOVT_EMP,05,H.No. 879- Mall Circle,Sengupta Chowk,Silchar,,Medininagar,Kadapa,Odisha,India,502969,49- Varma,Sengupta Chowk,Silchar,,Medininagar,Kadapa,Odisha,India,502969,H,01605980693,M,+912485028607,wgupta@example.com,nanne@example.com,107600074659,No,0,0
MEMBER-012352,TPA-545237,B,,Pihu,Dasgupta,Mohanlal Vasa,1952-09-03,,F,M,Indian,R,GOVT_EMP,06,H.No. 172- Balakrishnan Circle,Vora Path,Jabalpur,"Opposite Tandon, Borah and Goyal",Kollam,Gorakhpur,Punjab,India,778662,H.No. 172- Balakrishnan Circle,Vora Path,Jabalpur,"Opposite Tandon, Borah and Goyal",Etawah,Panihati,Punjab,India,778662,H,+910055375729,O,,madhup65@example.net,,990398219207,No,0,0
MEMBER-012353,TPA-765224,I,Yasmin,Ojas,Srivastava,Lakshay Sharma,1990-07-08,,M,S,Indian,N,RETIRED,09,H.No. 834 Kar Nagar,Rout Nagar,Srinagar,,Kakinada,Ichalkaranji,Telangana,India,020429,H.No. 834 Kar Nagar,Sachdeva Street,Srinagar,,Kakinada,Moradabad,Telangana,India,338731,H,+914901339123,M,+915085711853,ewable@example.net,erajan@example.org,,No,0,0
MEMBER-012354,TPA-676877,I,,Riaan,,Hazel Thaman,2005-03-29,,F,M,Indian,R,STUDENT,04,94/000- Singh Marg,Deshmukh Circle,Solapur,Near Manda Road,Loni,Bidar,Himachal Pradesh,India,707434,94/000- Singh Marg,Deshmukh Circle,Solapur,Near Manda Road,Loni,Bidar,Himachal Pradesh,India,707434,O,00162775938,,,devansh55@example.org,,145317329799,No,0,0
MEMBER-012355,TPA-593441,I,Riaan,,Ratta,Yashvi Sura,1980-09-24,,F,M,Indian,R,BUSINESS,08,H.No. 071- Grewal Street,Mander Marg,Bettiah,Opposite Chadha-Vasa,Ghaziabad,Anantapur,Tamil Nadu,India,185814,H.No. 071- Grewal Street,Sandal Marg,Bettiah,Opposite Chadha-Vasa,Baranagar,Anantapur,Tamil Nadu,India,200004,H,09765025079,H,,ela76@example.com,kartik11@example.com,499902445938,No,0,1
MEMBER-012356,TPA-658847,I,Taran,,Thakkar,Tushar Vohra,2000-08-30,,F,S,Indian,R,BUSINESS,03,908- Ganesan Chowk,Talwar Street,Siliguri,Opposite Dey Group,Burhanpur,Alwar,Sikkim,India,143939,908- Ganesan Chowk,Venkataraman Zila,Siliguri,Opposite Dey Group,Bhavnagar,Alwar,Sikkim,India,143939,M,+918927635330,,,rajapari@example.com,adalal@example.net,868860349827,No,0,0
MEMBER-012357,TPA-567261,I,Samar,Reyansh,Savant,Tiya Rao,1960-11-21,,F,M,Indian,R,RETIRED,03,14 Vaidya Nagar,Shankar Nagar,Chapra,,Jalandhar,Kochi,Haryana,India,020366,14 Vaidya Nagar,Shankar Nagar,Chapra,,Jalandhar,Kochi,Haryana,India,020366,M,8420220478,,,jhanvi82@example.net,,607962060673,No,0,0
MEMBER-012358,TPA-772692,B,Mahika,Mehul,Sarna,Kavya Sarna,1973-03-04,,F,S,Indian,R,BUSINESS,02,H.No. 723 Char,Hora Path,Surendranagar Dudhrej,Behind Park,Raurkela Industrial Township,Vijayawada,Sikkim,India,807221,H.No. 723 Char,Hora Path,Surendranagar Dudhrej,,Tiruvottiyur,Vijayawada,Sikkim,India,807221,M,6438265580,,2236135673,dsur@example.org,,850945135565,No,0,0
MEMBER-012359,TPA-931039,B,Shaan,Hrishita,Ghosh,Kavya Agrawal,1999-07-07,,F,M,Indian,R,FARMER,01,43 Hans Ganj,Devi Path,Sultan Pur Majra,Near Deshpande Path,Delhi,Ujjain,Goa,India,437871,43 Hans Ganj,Sur Road,Kakinada,,Delhi,Ujjain,Chhattisgarh,India,437871,H,01368837204,,,mannatsinha@example.org,sanachad@example.net,625476253933,No,0,0
MEMBER-012360,TPA-763052,B,Saanvi,Mamooty,Singhal,Darshit Chopra,2005-03-04,,F,S,Indian,R,FARMER,01,84/67- Walla Circle,Sangha Circle,Ahmedabad,,Bellary,Danapur,Odisha,India,603975,84/67- Walla Circle,Sangha Circle,Sambalpur,,Bellary,Danapur,Odisha,India,603975,O,+912770745176,H,2931591517,bailfateh@example.org,,299212446862,No,0,1
MEMBER-012361,TPA-300865,I,,Gokul,,Jivin Chandran,1964-05-24,,M,S,Indian,R,BUSINESS,05,78/61- Sen Path,Sha Path,Jamalpur,,Darbhanga,Anantapuram,Uttarakhand,India,019150,78/61- Sen Path,Bhagat Street,Jamalpur,,Darbhanga,Anantapuram,Uttarakhand,India,019150,H,+911488521367,,,jhaivan@example.org,,479177330796,No,0,0
MEMBER-012362,TPA-292640,I,Vivaan,Nitya,Wali,Dhruv Sandal,1948-10-31,,F,D,Indian,R,DOCTOR,08,692 Kapadia,Kurian Ganj,Siwan,Opposite Dasgupta Inc,Mirzapur,Ahmednagar,Tamil Nadu,India,058883,692 Kapadia,Kurian Ganj,Siwan,Opposite Dasgupta Inc,Mirzapur,Kolhapur,Tamil Nadu,India,972022,M,04340292161,M,,udatta@example.net,hdeo@example.org,654911930200,No,0,0
MEMBER-012363,TPA-896381,I,Umang,Rhea,Barad,Reyansh Saha,1949-11-22,2020-03-28,M,M,Indian,R,STUDENT,06,697 Sridhar Chowk,Tella Road,Siliguri,Behind School,Shivpuri,Srinagar,Uttar Pradesh,India,030786,697 Sridhar Chowk,Tella Road,Siliguri,Behind School,Shivpuri,Mehsana,Uttar Pradesh,India,030786,M,2065613816,H,+910343928814,varmayasmin@example.net,,633885342957,No,0,0
MEMBER-012364,TPA-167350,B,,Kavya,Andra,Nirvaan Bawa,1973-08-02,,F,S,Indian,R,MANAGER,07,030 Bobal Ganj,Rout Marg,Gandhidham,Near Desai Ganj,Nizamabad,Kozhikode,Sikkim,India,972764,030 Bobal Ganj,Rout Marg,Gandhidham,Near Desai Ganj,Nizamabad,Kozhikode,Sikkim,India,972764,M,+912384207829,,05987527569,dasslavanya@example.org,egade@example.net,603105057172,Yes,0,0
MEMBER-012365,TPA-395225,B,Baiju,,Goyal,Rania Babu,1966-02-28,,F,S,Indian,R,DOCTOR,06,H.No. 01- Swamy Nagar,Magar Circle,Bareilly,,Srikakulam,Rajkot,Meghalaya,India,960658,H.No. 01- Swamy Nagar,Magar Circle,Bareilly,Opposite Sahota-Kumer,Rohtak,Rajkot,Meghalaya,India,960658,M,8327166648,,+919371674603,akarshtalwar@example.org,ivanamandal@example.com,432090205414,No,0,0
MEMBER-012366,TPA-695456,I,Adira,Pranay,Kant,Ranbir Golla,1991-07-05,,F,M,Indian,R,RETIRED,08,03 Shanker Path,Wadhwa,Sambhal,,Singrauli,Alappuzha,Tamil Nadu,India,366644,03 Shanker Path,Wadhwa,Vasai-Virar,,Ozhukarai,Alappuzha,Tamil Nadu,India,132364,H,+910635146200,M,07419991534,riaan02@example.net,arhaanramesh@example.com,275149005378,No,0,0
MEMBER-012367,TPA-736047,I,Ishaan,Lagan,Som,Raunak Agarwal,1961-12-29,,F,M,Indian,R,DOCTOR,03,24/67 Chand Road,Gokhale Ganj,Kottayam,Behind Mall,Dewas,Pune,Odisha,India,351211,24/67 Chand Road,Gokhale Ganj,Kottayam,,Nashik,Pune,Odisha,India,351211,M,9616586692,,,qbutala@example.com,,106725554125,No,0,0
MEMBER-012368,TPA-701822,I,Piya,,,Siya Aurora,2002-02-10,,F,W,Indian,R,BUSINESS,06,46/253 Garde,Swamy Circle,Berhampore,"Opposite Khatri, Sarma and Garg",Ahmednagar,Adoni,Telangana,India,069000,46/253 Garde,Swamy Circle,Berhampore,"Opposite Khatri, Sarma and Garg",Bhusawal,Adoni,Telangana,India,069000,H,09008411438,M,9946970549,ayesha52@example.com,,373483013850,No,0,0
MEMBER-012369,TPA-601478,I,Kiara,Misha,Lala,Shaan Das,1952-08-15,,M,M,Indian,R,RETIRED,07,948 Kibe Zila,Sampath Street,Kalyan-Dombivli,,Madurai,Barasat,Assam,India,383936,948 Kibe Zila,Sampath Street,Kalyan-Dombivli,,Bharatpur,Durgapur,Assam,India,383936,M,+918522406785,H,09208721368,seshadrimahika@example.com,,870703342088,No,0,0
MEMBER-012370,TPA-995521,I,,Ehsaan,,Khushi Deshmukh,1949-09-27,2024-06-25,F,M,Indian,R,GOVT_EMP,04,04/010 Guha Path,Deshpande Nagar,Vadodara,Near Bhargava Chowk,Patiala,Hyderabad,Haryana,India,493067,04/010 Guha Path,Deshpande Nagar,Vadodara,Near Bhargava Chowk,Patiala,Hyderabad,Haryana,India,672923,M,1004327310,M,,anvi55@example.org,,102819325980,No,0,0
MEMBER-012371,TPA-111266,I,Sana,Reyansh,Gokhale,Parinaaz Dyal,1977-07-07,,F,M,Indian,R,RETIRED,08,H.No. 70 Wagle Ganj,Korpal Chowk,Buxar,Behind School,Bettiah,Ghaziabad,Odisha,India,671112,H.No. 70 Wagle Ganj,Kumer Road,Buxar,Behind School,Bettiah,Ghaziabad,Odisha,India,671112,M,04201155964,,04181633723,ananddhanuk@example.com,,727288960088,No,0,0
MEMBER-012372,TPA-319807,I,Riya,Uthkarsh,Chaudhari,Ira Chad,2003-03-26,,F,M,Indian,R,MANAGER,07,917- Kala Path,Saini Street,Shivpuri,Behind School,Gorakhpur,Uluberia,Uttar Pradesh,India,221688,917- Kala Path,Saini Street,Hyderabad,Behind School,Agartala,Uluberia,Maharashtra,India,221688,M,3535115342,H,,bariashlok@example.org,,579115039908,Yes,0,0
MEMBER-012373,TPA-797030,I,Inaaya ,Vihaan,Srivastava,Aarush Sarraf,1982-05-25,,F,S,Indian,R,MANAGER,07,61/86- Dash Ganj,Shah Nagar,Tinsukia,Behind Mall,Nashik,Ongole,Himachal Pradesh,India,848275,61/86- Dash Ganj,Shah Nagar,Tinsukia,Near Bora,Nashik,Ajmer,Himachal Pradesh,India,848275,O,+915321198398,,+914948929433,tbala@example.net,,839789521313,No,0,0
MEMBER-012374,TPA-234594,I,Keya,Vidur,Mahajan,Damini Chhabra,1957-10-18,,M,M,Indian,R,GOVT_EMP,06,068 Saini Zila,Grover Nagar,Chandigarh,Opposite Rajagopalan-Bir,Tiruchirappalli,Bhind,Meghalaya,India,698393,068 Saini Zila,Varma Zila,Chandigarh,Opposite Rajagopalan-Bir,Tiruchirappalli,Bhind,Meghalaya,India,698393,M,03670533144,,,kairashetty@example.com,,345752030571,No,0,0
MEMBER-012375,TPA-121600,I,Krish,,Divan,Drishya Gara,1987-01-30,,M,M,Indian,R,RETIRED,06,64- Dar Ganj,Bobal Street,Bhilai,Near Basak Path,Visakhapatnam,Mangalore,Arunachal Pradesh,India,542768,64- Dar Ganj,Bobal Street,Bhilai,Near Basak Path,Visakhapatnam,Kumbakonam,Arunachal Pradesh,India,542768,M,6366210171,,0648458722,himmatatwal@example.com,,920044881308,No,0,0
MEMBER-012376,TPA-393710,I,Anaya,Raunak,Dasgupta,Parinaaz Reddy,1967-01-27,2023-04-16,F,M,Indian,R,MANAGER,06,164- Jani Ganj,Rege Ganj,Morbi,,Kishanganj,Uluberia,Telangana,India,034381,164- Jani Ganj,Rege Ganj,Morbi,,Kishanganj,Uluberia,Odisha,India,034381,M,3943303320,H,,qsingh@example.org,,754231374365,No,0,0
MEMBER-012377,TPA-296826,I,Mohanlal,Pari,Kala,Alia Biswas,2001-05-19,,F,S,Indian,R,TEACHER,01,198- Raju Path,Chandran Circle,Delhi,Behind Mall,Bhagalpur,Mango,Telangana,India,773064,198- Raju Path,Chandran Circle,Delhi,Behind Mall,Siliguri,Mango,Telangana,India,773064,M,2368935146,M,+918434591838,balakrishnanarnav@example.com,,589402668607,No,0,1
MEMBER-012378,TPA-775521,I,Onkar,,Jha,Shamik Bumb,2001-05-01,,F,W,Indian,R,STUDENT,04,903- Khare Zila,Goda,Jaunpur,,Panipat,Phagwara,Telangana,India,176915,903- Khare Zila,Goda,Jaunpur,Near Bahri Marg,Panipat,Phagwara,Telangana,India,176915,H,8239709172,,04654270475,raunak23@example.org,,380698359942,No,0,0
